,season,player_id,first_name,last_name,player_name,position,height_wo_shoes,height_wo_shoes_ft_in,height_w_shoes,height_w_shoes_ft_in,weight,wingspan,wingspan_ft_in,standing_reach,standing_reach_ft_in,body_fat_pct,hand_length,hand_width,standing_vertical_leap,max_vertical_leap,lane_agility_time,modified_lane_agility_time,three_quarter_sprint,bench_press,spot_fifteen_corner_left,spot_fifteen_break_left,spot_fifteen_top_key,spot_fifteen_break_right,spot_fifteen_corner_right,spot_college_corner_left,spot_college_break_left,spot_college_top_key,spot_college_break_right,spot_college_corner_right,spot_nba_corner_left,spot_nba_break_left,spot_nba_top_key,spot_nba_break_right,spot_nba_corner_right,off_drib_fifteen_break_left,off_drib_fifteen_top_key,off_drib_fifteen_break_right,off_drib_college_break_left,off_drib_college_top_key,off_drib_college_break_right,on_move_fifteen,on_move_college
116,2004,2778,Sergei,Lishouk,Sergei Lishouk,PF-SF,82.25,6' 10.25'',83.5,6' 11.5'',244,84,7' 0'',109.5,9' 1.5'',10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,2004,2733,Shaun,Livingston,Shaun Livingston,PG-SG,78.25,6' 6.25'',79.5,6' 7.5'',186,83,6' 11'',105.5,8' 9.5'',6.7,,,26.5,30,10.72,,3.23,,,,,,,,,,,,,,,,,,,,,,,,
118,2004,12184,Jaime,Lloreda,Jaime Lloreda,PF,78.75,6' 6.75'',80.5,6' 8.5'',247,81.5,6' 9.5'',107,8' 11'',9.9,,,25.5,29.5,12.93,,3.23,6,,,,,,,,,,,,,,,,,,,,,,,
119,2004,12000,Bryant,Matthews,Bryant Matthews,SF-SG,77.75,6' 5.75'',78.75,6' 6.75'',206,84.5,7' 0.5'',105.5,8' 9.5'',6.7,,,29,34.5,11.08,,3.13,13,,,,,,,,,,,,,,,,,,,,,,,
120,2004,12001,Marcus,Melvin,Marcus Melvin,SF-PF,78.75,6' 6.75'',80.5,6' 8.5'',241,84,7' 0'',105.5,8' 9.5'',10.5,,,25,30.5,11.81,,3.33,11,,,,,,,,,,,,,,,,,,,,,,,
121,2004,2822,Rich,Melzer,Rich Melzer,PF-SF,79.5,6' 7.5'',80.75,6' 8.75'',229,86,7' 2'',107,8' 11'',12.4,,,24.5,28.5,11.74,,3.39,8,,,,,,,,,,,,,,,,,,,,,,,
122,2004,2777,Ricky,Minard,Ricky Minard,PG-SG,75.25,6' 3.25'',76.25,6' 4.25'',198,79,6' 7'',101.5,8' 5.5'',8,,,27.5,33,10.94,,3.1,13,,,,,,,,,,,,,,,,,,,,,,,
123,2004,12002,James,Moore,James Moore,PF-SF,78.5,6' 6.5'',80,6' 8'',198,84.5,7' 0.5'',107,8' 11'',8,,,28.5,32.5,11.01,,3.21,,,,,,,,,,,,,,,,,,,,,,,,
124,2004,12003,Marcus,Moore,Marcus Moore,PG-SG,76,6' 4'',77.25,6' 5.25'',202,81,6' 9'',101.5,8' 5.5'',14.8,,,25,30,11.31,,3.34,,,,,,,,,,,,,,,,,,,,,,,,
125,2004,12004,Michel,Morandais,Michel Morandais,SG-SF,75.75,6' 3.75'',76.75,6' 4.75'',205,83.5,6' 11.5'',102,8' 6'',8.6,,,30.5,33.5,11.45,,3.22,16,,,,,,,,,,,,,,,,,,,,,,,
126,2004,2749,Jameer,Nelson,Jameer Nelson,PG,71,5' 11'',72.5,6' 0.5'',199,74.5,6' 2.5'',95,7' 11'',8,,,28.5,33.5,10.95,,3.14,15,,,,,,,,,,,,,,,,,,,,,,,
127,2004,12005,Misan,Nikagbatse,Misan Nikagbatse,SG-PG,75.5,6' 3.5'',76.75,6' 4.75'',223,82,6' 10'',102,8' 6'',12.9,,,27.5,32.5,11.27,,3.32,11,,,,,,,,,,,,,,,,,,,,,,,
128,2004,2731,Emeka,Okafor,Emeka Okafor,C-PF,80.75,6' 8.75'',82,6' 10'',257,88,7' 4'',110.5,9' 2.5'',5.3,,,31.5,34,12.32,,3.15,22,,,,,,,,,,,,,,,,,,,,,,,
129,2004,12006,Randall,Orr,Randall Orr,PF-SF,81,6' 9'',82.75,6' 10.75'',193,82.5,6' 10.5'',107.5,8' 11.5'',6.7,,,26.5,33,11.18,,3.27,6,,,,,,,,,,,,,,,,,,,,,,,
130,2004,12007,Dylan,Page,Dylan Page,SF,79.5,6' 7.5'',80.75,6' 8.75'',239,79,6' 7'',105,8' 9'',12.3,,,26,30,10.99,,3.4,17,,,,,,,,,,,,,,,,,,,,,,,
131,2004,-1,Drago,Pasalic,Drago Pasalic,PF,81.25,6' 9.25'',82.75,6' 10.75'',231,83.5,6' 11.5'',108,9' 0'',12.9,,,25.5,30,12.97,,3.56,8,,,,,,,,,,,,,,,,,,,,,,,
132,2004,12008,Rickey,Paulding,Rickey Paulding,SG,74.75,6' 2.75'',76,6' 4'',210,81.5,6' 9.5'',101.5,8' 5.5'',5.3,,,30,36,11.14,,3.17,17,,,,,,,,,,,,,,,,,,,,,,,
133,2004,12009,Kelvin,Pena,Kelvin Pena,SG-PG,74.25,6' 2.25'',75.25,6' 3.25'',182,78.5,6' 6.5'',99.5,8' 3.5'',8.6,,,27.5,32.5,11.5,,3.24,1,,,,,,,,,,,,,,,,,,,,,,,
134,2004,2773,Tim,Pickett,Tim Pickett,PG-SG,75,6' 3'',76.25,6' 4.25'',207,79.5,6' 7.5'',100.5,8' 4.5'',6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2004,12010,Omar,Quintero,Omar Quintero,PG,69.75,5' 9.75'',71.25,5' 11.25'',170,71.5,5' 11.5'',92.5,7' 8.5'',14.1,,,25,29,11.37,,3.25,2,,,,,,,,,,,,,,,,,,,,,,,
136,2004,2762,Peter,Ramos,Peter Ramos,C,85.75,7' 1.75'',87.25,7' 3.25'',266,89.5,7' 5.5'',111.5,9' 3.5'',6.7,,,24,26.5,12.61,,3.6,2,,,,,,,,,,,,,,,,,,,,,,,
137,2004,2876,Jared,Reiner,Jared Reiner,C-PF,82,6' 10'',83.75,6' 11.75'',246,84.5,7' 0.5'',109,9' 1'',12.9,,,22,26,12.65,,3.56,15,,,,,,,,,,,,,,,,,,,,,,,
138,2004,101160,Lawrence,Roberts,Lawrence Roberts,PF,79.5,6' 7.5'',81,6' 9'',233,81.5,6' 9.5'',106.5,8' 10.5'',9.3,,,27.5,33,12.52,,3.3,18,,,,,,,,,,,,,,,,,,,,,,,
139,2004,2774,Bernard,Robinson,Bernard Robinson,SG-SF,77.25,6' 5.25'',78.5,6' 6.5'',208,82,6' 10'',102,8' 6'',6,,,28.5,34.5,10.91,,3.17,14,,,,,,,,,,,,,,,,,,,,,,,
140,2004,101126,Nate,Robinson,Nate Robinson,PG,67.75,5' 7.75'',69,5' 9'',181,73,6' 1'',91.5,7' 7.5'',6.7,,,35.5,43.5,10.75,,2.96,13,,,,,,,,,,,,,,,,,,,,,,,
141,2004,12011,Aerick,Sanders,Aerick Sanders,PF,78.5,6' 6.5'',79.5,6' 7.5'',205,83.5,6' 11.5'',106,8' 10'',6.7,,,24.5,30.5,11.98,,3.37,9,,,,,,,,,,,,,,,,,,,,,,,
142,2004,2781,Romain,Sato,Romain Sato,SG,74,6' 2'',75.25,6' 3.25'',204,83,6' 11'',102.5,8' 6.5'',6,,,31.5,35.5,11.27,,3.18,8,,,,,,,,,,,,,,,,,,,,,,,
143,2004,12012,Blagota,Sekulic,Blagota Sekulic,SF-PF,81.25,6' 9.25'',82.5,6' 10.5'',234,83,6' 11'',107,8' 11'',9.3,,,23.5,31.5,10.93,,3.39,8,,,,,,,,,,,,,,,,,,,,,,,
144,2004,2746,Josh,Smith,Josh Smith,SG-SF,79,6' 7'',80.25,6' 8.25'',221,84,7' 0'',106.5,8' 10.5'',6.7,,,32.5,39.5,11.43,,3.24,12,,,,,,,,,,,,,,,,,,,,,,,
145,2004,2747,J.R.,Smith,J.R. Smith,SG-SF,77.5,6' 5.5'',78.75,6' 6.75'',227,82,6' 10'',104,8' 8'',6.7,,,29,35.5,10.93,,3.21,5,,,,,,,,,,,,,,,,,,,,,,,
146,2004,2745,Kirk,Snyder,Kirk Snyder,SG-SF,78,6' 6'',78.75,6' 6.75'',228,81,6' 9'',104,8' 8'',9.3,,,30,35,10.79,,3.13,19,,,,,,,,,,,,,,,,,,,,,,,
147,2004,2776,Pape,Sow,Pape Sow,PF-C,80.5,6' 8.5'',82,6' 10'',233,86,7' 2'',108.5,9' 0.5'',9.3,,,28,31.5,12.13,,3.27,18,,,,,,,,,,,,,,,,,,,,,,,
148,2004,12014,Tiago,Splitter,Tiago Splitter,C-PF,82.25,6' 10.25'',83.75,6' 11.75'',233,86,7' 2'',109.5,9' 1.5'',5.3,,,26,31.5,11.65,,3.38,8,,,,,,,,,,,,,,,,,,,,,,,
149,2004,12015,Blake,Stepp,Blake Stepp,PG,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,2004,12016,Tom,Timmerrmans,Tom Timmerrmans,PF-C,82.5,6' 10.5'',83.5,6' 11.5'',272,83,6' 11'',107.5,8' 11.5'',15.2,,,23,26.5,13.13,,3.63,15,,,,,,,,,,,,,,,,,,,,,,,
151,2004,12296,Marko,Tomas,Marko Tomas,SG-PG,78.5,6' 6.5'',79.75,6' 7.75'',198,79,6' 7'',103.5,8' 7.5'',9.3,,,32,31.5,11.8,,3.23,,,,,,,,,,,,,,,,,,,,,,,,
152,2004,2757,Beno,Udrih,Beno Udrih,PG,74.5,6' 2.5'',75.75,6' 3.75'',199,76.5,6' 4.5'',98,8' 2'',9.3,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
153,2004,2761,Jackson,Vroman,Jackson Vroman,PF-C,81.25,6' 9.25'',82.75,6' 10.75'',226,84,7' 0'',105.5,8' 9.5'',6.7,,,29.5,33.5,10.75,,3.25,12,,,,,,,,,,,,,,,,,,,,,,,
154,2004,2753,Delonte,West,Delonte West,PG-SG,73.5,6' 1.5'',74.75,6' 2.75'',183,78,6' 6'',99.5,8' 3.5'',6.7,,,30,35,11.2,,3.15,12,,,,,,,,,,,,,,,,,,,,,,,
155,2004,2863,Damien,Wilkins,Damien Wilkins,SG-SF,76.5,6' 4.5'',78,6' 6'',222,84,7' 0'',106,8' 10'',7.3,,,26.5,31,11.92,,3.15,15,,,,,,,,,,,,,,,,,,,,,,,
156,2004,12292,Mike,Williams,Mike Williams,SF,77.5,6' 5.5'',78.5,6' 6.5'',197,83.5,6' 11.5'',105.5,8' 9.5'',9.3,,,23.5,27.5,11.59,,3.42,,,,,,,,,,,,,,,,,,,,,,,,
157,2004,12293,Nate,Williams,Nate Williams,PF-SF,80.5,6' 8.5'',82,6' 10'',240,85.5,7' 1.5'',109.5,9' 1.5'',12.4,,,23.5,26,12.6,,3.35,1,,,,,,,,,,,,,,,,,,,,,,,
158,2004,12294,Rashad,Wright,Rashad Wright,PG,72.5,6' 0.5'',73.75,6' 1.75'',190,82,6' 10'',98.5,8' 2.5'',8,,,28.5,32.5,11.15,,3.28,10,,,,,,,,,,,,,,,,,,,,,,,
159,2005,101165,Alex,Acker,Alex Acker,SG,75.75,6' 3.75'',76.75,6' 4.75'',183,84,7' 0'',102.5,8' 6.5'',,,,28,32,11.67,,3.35,11,,,,,,,,,,,,,,,,,,,,,,,
160,2005,101224,Deji,Akindele,Deji Akindele,C-PF,81.5,6' 9.5'',83,6' 11'',236.4,87,7' 3'',108.5,9' 0.5'',,,,30.5,32.5,12.58,,3.35,13,,,,,,,,,,,,,,,,,,,,,,,
161,2005,200969,Mustafa,Al-Sayyad,Mustafa Al-Sayyad,PF-C,,,,,,,,,,,,,26.5,30.5,11.56,,3.42,,,,,,,,,,,,,,,,,,,,,,,,
162,2005,12104,Nemanja,Aleksandrov,Nemanja Aleksandrov,PF-SF,82,6' 10'',84,7' 0'',220.6,83,6' 11'',110,9' 2'',,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,
163,2005,101187,Alan,Anderson,Alan Anderson,SG-SF,76.5,6' 4.5'',78,6' 6'',223.2,81.5,6' 9.5'',104,8' 8'',,,,26.5,30.5,10.32,,3.27,10,,,,,,,,,,,,,,,,,,,,,,,
164,2005,101149,Martynas,Andriuskevicius,Martynas Andriuskevicius,C-PF,85.25,7' 1.25'',87,7' 3'',227.8,83.25,6' 11.25'',112.5,9' 4.5'',,,,24,27.5,11.94,,3.42,0,,,,,,,,,,,,,,,,,,,,,,,
165,2005,101252,Sean,Banks,Sean Banks,SF,77.75,6' 5.75'',79,6' 7'',206.4,85,7' 1'',108,9' 0'',,,,25,31.5,11.74,,3.35,7,,,,,,,,,,,,,,,,,,,,,,,
166,2005,101188,Eddie,Basden,Eddie Basden,SG-SF,76.25,6' 4.25'',77.5,6' 5.5'',210,82.25,6' 10.25'',101,8' 5'',,,,33,36.5,10.52,,3.21,14,,,,,,,,,,,,,,,,,,,,,,,
167,2005,12105,Mike,Bell,Mike Bell,SF-PF,80.75,6' 8.75'',81.25,6' 9.25'',206.2,85.5,7' 1.5'',104.5,8' 8.5'',,,,33.5,39.5,11.73,,3.29,13,,,,,,,,,,,,,,,,,,,,,,,
168,2005,101106,Andrew,Bogut,Andrew Bogut,C-PF,83,6' 11'',84.25,7' 0.25'',250.6,87,7' 3'',110.5,9' 2.5'',,,,27.5,33.5,12.06,,3.51,13,,,,,,,,,,,,,,,,,,,,,,,
169,2005,200793,Dee,Brown,Dee Brown,PG-SG,71,5' 11'',72,6' 0'',179,74,6' 2'',94,7' 10'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,2005,101198,Will,Bynum,Will Bynum,PG-SG,70.5,5' 10.5'',71.5,5' 11.5'',188.8,75.5,6' 3.5'',93,7' 9'',,,,33,40.5,11.12,,3,15,,,,,,,,,,,,,,,,,,,,,,,
171,2005,12106,Marcus,Campbell,Marcus Campbell,C,82.25,6' 10.25'',84.25,7' 0.25'',280.4,90,7' 6'',114,9' 6'',,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,
172,2005,101215,Will,Conroy,Will Conroy,PG,73,6' 1'',74,6' 2'',188.6,75,6' 3'',96.5,8' 0.5'',,,,30.5,36.5,10.51,,3.28,14,,,,,,,,,,,,,,,,,,,,,,,
173,2005,12107,Taylor,Coppenrath,Taylor Coppenrath,PF-SF,79.75,6' 7.75'',81.25,6' 9.25'',252.4,83.5,6' 11.5'',106.5,8' 10.5'',,,,24.5,27,11.51,,3.44,5,,,,,,,,,,,,,,,,,,,,,,,
174,2005,101143,Travis,Diener,Travis Diener,PG-SG,71.75,5' 11.75'',73,6' 1'',165.2,71.75,5' 11.75'',93.5,7' 9.5'',,,,24.5,31,10.85,,3.26,1,,,,,,,,,,,,,,,,,,,,,,,
175,2005,101113,Ike,Diogu,Ike Diogu,PF,78.5,6' 6.5'',80,6' 8'',255.4,87.5,7' 3.5'',109,9' 1'',,,,28,31,11.94,,3.45,21,,,,,,,,,,,,,,,,,,,,,,,
176,2005,12108,Daryl,Dorsey,Daryl Dorsey,PG,71.25,5' 11.25'',72.5,6' 0.5'',160.8,71.5,5' 11.5'',94,7' 10'',,,,25,30.5,11.41,,3.24,0,,,,,,,,,,,,,,,,,,,,,,,
177,2005,101145,Monta,Ellis,Monta Ellis,SG-PG,74.25,6' 2.25'',75.25,6' 3.25'',176.6,74.75,6' 2.75'',98,8' 2'',,,,26.5,31.5,12.13,,3.31,0,,,,,,,,,,,,,,,,,,,,,,,
178,2005,101109,Raymond,Felton,Raymond Felton,PG,71.5,5' 11.5'',72.25,6' 0.25'',199.4,76.25,6' 4.25'',98,8' 2'',,,,29,33.5,10.5,,3.06,6,,,,,,,,,,,,,,,,,,,,,,,
179,2005,201164,Rudy,Fernandez,Rudy Fernandez,SG,76.75,6' 4.75'',78,6' 6'',172,79.5,6' 7.5'',101.5,8' 5.5'',,,,26.5,35.5,10.48,,3.33,0,,,,,,,,,,,,,,,,,,,,,,,
180,2005,12109,D'Or,Fischer,D'Or Fischer,C-PF,81.25,6' 9.25'',82.5,6' 10.5'',242.4,90,7' 6'',110.5,9' 2.5'',,,,28,30.5,12.53,,3.5,2,,,,,,,,,,,,,,,,,,,,,,,
181,2005,12110,Eddy,Fobbs,Eddy Fobbs,C-PF,82.25,6' 10.25'',83.25,6' 11.25'',235.2,90.75,7' 6.75'',111.5,9' 3.5'',,,,29.5,34,11.53,,3.28,12,,,,,,,,,,,,,,,,,,,,,,,
182,2005,101213,Sharrod,Ford,Sharrod Ford,PF,79.25,6' 7.25'',80.25,6' 8.25'',212.8,85.5,7' 1.5'',106,8' 10'',,,,28.5,37,11.92,,3.2,9,,,,,,,,,,,,,,,,,,,,,,,
183,2005,101112,Channing,Frye,Channing Frye,PF-C,81.5,6' 9.5'',82.5,6' 10.5'',243.6,86.5,7' 2.5'',110.5,9' 2.5'',,,,27.5,31,11.6,,3.38,19,,,,,,,,,,,,,,,,,,,,,,,
184,2005,101184,Deng,Gai,Deng Gai,PF-C,79.75,6' 7.75'',81.25,6' 9.25'',214,88.5,7' 4.5'',110.5,9' 2.5'',,,,31.5,35.5,12.51,,3.27,11,,,,,,,,,,,,,,,,,,,,,,,
185,2005,101128,Francisco,Garcia,Francisco Garcia,SF-SG,77.75,6' 5.75'',79,6' 7'',189.6,82.75,6' 10.75'',103,8' 7'',,,,27.5,31.5,10.63,,3.33,5,,,,,,,,,,,,,,,,,,,,,,,
186,2005,12111,John,Gilchrist,John Gilchrist,PG,73.25,6' 1.25'',74.5,6' 2.5'',195.2,81.25,6' 9.25'',96.5,8' 0.5'',,,,30.5,36.5,11.48,,3.15,12,,,,,,,,,,,,,,,,,,,,,,,
187,2005,101162,Marcin,Gortat,Marcin Gortat,PF-C,83,6' 11'',84,7' 0'',225.2,87.5,7' 3.5'',110,9' 2'',,,,29.5,36,11.48,,3.33,18,,,,,,,,,,,,,,,,,,,,,,,
188,2005,101121,Joey,Graham,Joey Graham,SF,77.25,6' 5.25'',78.5,6' 6.5'',216.6,80,6' 8'',104,8' 8'',,,,30,36,10.62,,3.05,26,,,,,,,,,,,,,,,,,,,,,,,
189,2005,101122,Danny,Granger,Danny Granger,,79.5,6' 7.5'',80.5,6' 8.5'',225.4,85.5,7' 1.5'',103,8' 7'',,,,31,34,10.84,,3.34,10,,,,,,,,,,,,,,,,,,,,,,,
190,2005,101123,Gerald,Green,Gerald Green,SF,78,6' 6'',79.25,6' 7.25'',192,81.75,6' 9.75'',104,8' 8'',,,,31.5,39,11.2,,3.21,7,,,,,,,,,,,,,,,,,,,,,,,
191,2005,101236,Charles,Hayes,Charles Hayes,SF-PF,77.5,6' 5.5'',78.75,6' 6.75'',232.4,82,6' 10'',104.5,8' 8.5'',,,,30,33,10.7,,3.34,20,,,,,,,,,,,,,,,,,,,,,,,
192,2005,101129,Luther,Head,Luther Head,PG-SG,74,6' 2'',75,6' 3'',178.8,77.25,6' 5.25'',98.5,8' 2.5'',,,,31.5,38.5,11.12,,3.21,14,,,,,,,,,,,,,,,,,,,,,,,
193,2005,101125,Julius,Hodge,Julius Hodge,SG-SF,78,6' 6'',79,6' 7'',202.2,84.5,7' 0.5'',107.5,8' 11.5'',,,,24.5,29,10.89,,3.18,14,,,,,,,,,,,,,,,,,,,,,,,
194,2005,12112,Jared,Homan,Jared Homan,C-PF,79.75,6' 7.75'',80.75,6' 8.75'',248.2,85.25,7' 1.25'',104.5,8' 8.5'',,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,
195,2005,101141,Ersan,Ilyasova,Ersan Ilyasova,SF,79.75,6' 7.75'',81,6' 9'',208.8,85.25,7' 1.25'',109.5,9' 1.5'',,,,22,30,11.59,,3.56,2,,,,,,,,,,,,,,,,,,,,,,,
196,2005,101127,Jarrett,Jack,Jarrett Jack,PG,74.5,6' 2.5'',75.5,6' 3.5'',197.6,79.5,6' 7.5'',100,8' 4'',,,,26,28.5,10.87,,3.24,5,,,,,,,,,,,,,,,,,,,,,,,
197,2005,101204,Dwayne,Jones,Dwayne Jones,C-PF,80.5,6' 8.5'',82,6' 10'',242.2,86.75,7' 2.75'',108.5,9' 0.5'',,,,28,31.5,11.87,,3.25,15,,,,,,,,,,,,,,,,,,,,,,,
198,2005,12113,Mindaugas,Katelynas,Mindaugas Katelynas,SF-PF,79.5,6' 7.5'',80.5,6' 8.5'',217,83,6' 11'',105.5,8' 9.5'',,,,31.5,35,11.6,,3.38,7,,,,,,,,,,,,,,,,,,,,,,,
199,2005,201318,Jason,Klotz,Jason Klotz,C-PF,80.5,6' 8.5'',81.75,6' 9.75'',249.4,82,6' 10'',107.5,8' 11.5'',,,,21.5,27,13.13,,3.68,12,,,,,,,,,,,,,,,,,,,,,,,
200,2005,-1,Carl,Krauser,Carl Krauser,PG-SG,71.5,5' 11.5'',72.75,6' 0.75'',193.4,77.5,6' 5.5'',98.5,8' 2.5'',,,,26,31,11.62,,3.38,8,,,,,,,,,,,,,,,,,,,,,,,
201,2005,101247,Keith,Langford,Keith Langford,SG-SF,74.25,6' 2.25'',75.5,6' 3.5'',203.2,81,6' 9'',101,8' 5'',,,,32,29.5,11.38,,3.23,8,,,,,,,,,,,,,,,,,,,,,,,
202,2005,101135,David,Lee,David Lee,PF,79.75,6' 7.75'',81,6' 9'',229.5,84,7' 0'',106.5,8' 10.5'',,,,30.5,32.5,10.8,,3.19,14,,,,,,,,,,,,,,,,,,,,,,,
203,2005,12114,David,Lucas,David Lucas,PF,78.5,6' 6.5'',79.75,6' 7.75'',233.4,84,7' 0'',103.5,8' 7.5'',,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,
204,2005,101249,John,Lucas III,John Lucas III,PG,69.25,5' 9.25'',70.5,5' 10.5'',154.4,72,6' 0'',92,7' 8'',,,,29,34,10.44,,3.14,4,,,,,,,,,,,,,,,,,,,,,,,
205,2005,101185,Rawle,Marshall,Rawle Marshall,SG-SF,76.5,6' 4.5'',77.75,6' 5.75'',186.6,85,7' 1'',104,8' 8'',,,,30.5,37,11.64,,3.21,7,,,,,,,,,,,,,,,,,,,,,,,
206,2005,101131,Jason,Maxiell,Jason Maxiell,PF,77,6' 5'',78.25,6' 6.25'',257.6,87.25,7' 3.25'',107,8' 11'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,2005,101118,Sean,May,Sean May,PF,79,6' 7'',80.5,6' 8.5'',258.8,85.25,7' 1.25'',105,8' 9'',,,,30,33,11.04,,3.29,12,,,,,,,,,,,,,,,,,,,,,,,
208,2005,101119,Rashad,McCants,Rashad McCants,SG,74.75,6' 2.75'',76,6' 4'',201,82.75,6' 10.75'',103.5,8' 7.5'',,,,32.5,34.5,10.39,,3.11,15,,,,,,,,,,,,,,,,,,,,,,,
209,2005,200829,Ivan,McFarlin,Ivan McFarlin,PF,77.5,6' 5.5'',78.75,6' 6.75'',228.6,81,6' 9'',105.5,8' 9.5'',,,,26.5,32,10.64,,3.27,10,,,,,,,,,,,,,,,,,,,,,,,
210,2005,12115,Juan,Mendez,Juan Mendez,PF-SF,77.25,6' 5.25'',78.75,6' 6.75'',231.4,84,7' 0'',106.5,8' 10.5'',,,,29,33,11.7,,3.24,14,,,,,,,,,,,,,,,,,,,,,,,
211,2005,101223,Aaron,Miles,Aaron Miles,PG,72,6' 0'',73.5,6' 1.5'',174.6,75.5,6' 3.5'',94,7' 10'',,,,32,37.5,10.69,,3.22,7,,,,,,,,,,,,,,,,,,,,,,,
212,2005,12116,Ellis,Myles,Ellis Myles,PF,78,6' 6'',79.25,6' 7.25'',255.2,81.75,6' 9.75'',105.5,8' 9.5'',,,,26,28.5,12.8,,3.42,15,,,,,,,,,,,,,,,,,,,,,,,
213,2005,12117,Larry,O'Bannon,Larry O'Bannon,SG,75,6' 3'',76.25,6' 4.25'',196,78,6' 6'',99.5,8' 3.5'',,,,31.5,36.5,11.44,,3.18,17,,,,,,,,,,,,,,,,,,,,,,,
214,2005,12118,Drago,Pasalic,Drago Pasalic,SF-PF,81.5,6' 9.5'',83,6' 11'',238.8,83.75,6' 11.75'',108.5,9' 0.5'',,,,25,30.5,12.12,,3.48,11,,,,,,,,,,,,,,,,,,,,,,,
215,2005,101108,Chris,Paul,Chris Paul,PG,71.75,5' 11.75'',73,6' 1'',178,76.25,6' 4.25'',93,7' 9'',,,,32,38,11.09,,3.22,10,,,,,,,,,,,,,,,,,,,,,,,
216,2005,200819,Kevin,Pittsnogle,Kevin Pittsnogle,PF,81.25,6' 9.25'',82.25,6' 10.25'',259.2,82.5,6' 10.5'',106,8' 10'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,2005,201225,Carlos,Powell,Carlos Powell,SF-PF,77.25,6' 5.25'',78.75,6' 6.75'',221.8,82.75,6' 10.75'',105,8' 9'',,,,27.5,34.5,11.54,,3.21,12,,,,,,,,,,,,,,,,,,,,,,,
218,2005,101232,Roger,Powell,Roger Powell,SF,76.75,6' 4.75'',78,6' 6'',218.6,83.5,6' 11.5'',104,8' 8'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,2005,101179,Ronnie,Price,Ronnie Price,PG,72.75,6' 0.75'',74.25,6' 2.25'',184.8,77.5,6' 5.5'',96.5,8' 0.5'',,,,31.5,39,10.49,,3.29,11,,,,,,,,,,,,,,,,,,,,,,,
220,2005,101194,Anthony,Roberson,Anthony Roberson,PG,72.75,6' 0.75'',74.5,6' 2.5'',178.8,74.75,6' 2.75'',95,7' 11'',,,,31.5,37,11.17,,3.19,14,,,,,,,,,,,,,,,,,,,,,,,
221,2005,201575,Brandon,Rush,Brandon Rush,SG-SF,77,6' 5'',78.5,6' 6.5'',211.4,83.25,6' 11.25'',104.5,8' 8.5'',,,,32.5,35,11.33,,3.31,0,,,,,,,,,,,,,,,,,,,,,,,
222,2005,101195,Luke,Schenscher,Luke Schenscher,C,83.75,6' 11.75'',85.5,7' 1.5'',241.6,89,7' 5'',111.5,9' 3.5'',,,,23.5,26.5,12.4,,3.47,1,,,,,,,,,,,,,,,,,,,,,,,
223,2005,101134,Wayne,Simien,Wayne Simien,PF,79.25,6' 7.25'',81,6' 9'',255.8,84,7' 0'',107,8' 11'',,,,27,27.5,11.05,,3.35,11,,,,,,,,,,,,,,,,,,,,,,,
224,2005,12120,Tre,Simmons,Tre Simmons,SG-SF,76,6' 4'',77,6' 5'',194.2,79.5,6' 7.5'',102.5,8' 6.5'',,,,27,31.5,10.8,,3.18,3,,,,,,,,,,,,,,,,,,,,,,,
225,2005,12121,David,Simon,David Simon,C-PF,80,6' 8'',81.5,6' 9.5'',258.8,87.5,7' 3.5'',108,9' 0'',,,,28,33,11.98,,3.44,18,,,,,,,,,,,,,,,,,,,,,,,
226,2005,101147,Chris,Taft,Chris Taft,PF,80.5,6' 8.5'',81.5,6' 9.5'',261,85.75,7' 1.75'',109,9' 1'',,,,28.5,33,11.26,,3.27,14,,,,,,,,,,,,,,,,,,,,,,,
227,2005,12122,Chris,Thomas,Chris Thomas,PG,71.75,5' 11.75'',73,6' 1'',176.2,75,6' 3'',95,7' 11'',,,,28.5,34,10.84,,3.33,14,,,,,,,,,,,,,,,,,,,,,,,
228,2005,12119,Omar,Thomas,Omar Thomas,SF-SG,75.25,6' 3.25'',76.5,6' 4.5'',200,80,6' 8'',102,8' 6'',,,,25,29.5,11.11,,3.27,6,,,,,,,,,,,,,,,,,,,,,,,
229,2005,101159,Dijon,Thompson,Dijon Thompson,SF-SG,78.25,6' 6.25'',80,6' 8'',195.8,81.75,6' 9.75'',105.5,8' 9.5'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,2005,101142,Ronny,Turiaf,Ronny Turiaf,PF,80,6' 8'',81.25,6' 9.25'',237.8,85.5,7' 1.5'',106.5,8' 10.5'',,,,30.5,33,11.5,,3.23,15,,,,,,,,,,,,,,,,,,,,,,,
